names,labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train\cocci\cocci.1926.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1926.jpg
Train\cocci\cocci.1927.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1927.jpg
Train\cocci\cocci.1928.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1928.jpg
Train\cocci\cocci.1929.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1929.jpg
Train\cocci\cocci.193.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.193.jpg
Train\cocci\cocci.1930.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1930.jpg
Train\cocci\cocci.1931.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1931.jpg
Train\cocci\cocci.1932.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1932.jpg
Train\cocci\cocci.1933.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1933.jpg
Train\cocci\cocci.1934.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1934.jpg
Train\cocci\cocci.1935.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1935.jpg
Train\cocci\cocci.1936.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1936.jpg
Train\cocci\cocci.1937.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1937.jpg
Train\cocci\cocci.1938.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1938.jpg
Train\cocci\cocci.1939.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1939.jpg
Train\cocci\cocci.194.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.194.jpg
Train\cocci\cocci.1940.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1940.jpg
Train\cocci\cocci.1941.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1941.jpg
Train\cocci\cocci.1942.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1942.jpg
Train\cocci\cocci.1943.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1943.jpg
Train\cocci\cocci.1944.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1944.jpg
Train\cocci\cocci.1945.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1945.jpg
Train\cocci\cocci.1946.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1946.jpg
Train\cocci\cocci.1947.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1947.jpg
Train\cocci\cocci.1948.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1948.jpg
Train\cocci\cocci.1949.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1949.jpg
Train\cocci\cocci.195.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.195.jpg
Train\cocci\cocci.1950.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1950.jpg
Train\cocci\cocci.1951.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1951.jpg
Train\cocci\cocci.1952.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1952.jpg
Train\cocci\cocci.1953.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1953.jpg
Train\cocci\cocci.1954.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1954.jpg
Train\cocci\cocci.1955.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1955.jpg
Train\cocci\cocci.1956.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1956.jpg
Train\cocci\cocci.1957.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1957.jpg
Train\cocci\cocci.1958.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1958.jpg
Train\cocci\cocci.1959.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1959.jpg
Train\cocci\cocci.196.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.196.jpg
Train\cocci\cocci.1960.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1960.jpg
Train\cocci\cocci.1961.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1961.jpg
Train\cocci\cocci.1962.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1962.jpg
Train\cocci\cocci.1963.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1963.jpg
Train\cocci\cocci.1964.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1964.jpg
Train\cocci\cocci.1965.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1965.jpg
Train\cocci\cocci.1966.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1966.jpg
Train\cocci\cocci.1967.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1967.jpg
Train\cocci\cocci.1968.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1968.jpg
Train\cocci\cocci.1969.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1969.jpg
Train\cocci\cocci.197.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.197.jpg
Train\cocci\cocci.1970.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1970.jpg
Train\cocci\cocci.1971.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1971.jpg
Train\cocci\cocci.1972.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1972.jpg
Train\cocci\cocci.1973.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1973.jpg
Train\cocci\cocci.1974.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1974.jpg
Train\cocci\cocci.1975.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1975.jpg
Train\cocci\cocci.1976.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1976.jpg
Train\cocci\cocci.1977.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1977.jpg
Train\cocci\cocci.1978.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1978.jpg
Train\cocci\cocci.1979.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1979.jpg
Train\cocci\cocci.198.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.198.jpg
Train\cocci\cocci.1980.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1980.jpg
Train\cocci\cocci.1981.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1981.jpg
Train\cocci\cocci.1982.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1982.jpg
Train\cocci\cocci.1983.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1983.jpg
Train\cocci\cocci.1984.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1984.jpg
Train\cocci\cocci.1985.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1985.jpg
Train\cocci\cocci.1986.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1986.jpg
Train\cocci\cocci.1987.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1987.jpg
Train\cocci\cocci.1988.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1988.jpg
Train\cocci\cocci.1989.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1989.jpg
Train\cocci\cocci.199.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.199.jpg
Train\cocci\cocci.1990.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1990.jpg
Train\cocci\cocci.1991.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1991.jpg
Train\cocci\cocci.1992.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1992.jpg
Train\cocci\cocci.1993.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1993.jpg
Train\cocci\cocci.1994.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1994.jpg
Train\cocci\cocci.1995.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1995.jpg
Train\cocci\cocci.1996.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1996.jpg
Train\cocci\cocci.1997.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1997.jpg
Train\cocci\cocci.1998.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1998.jpg
Train\cocci\cocci.1999.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.1999.jpg
Train\cocci\cocci.2.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2.jpg
Train\cocci\cocci.20.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.20.jpg
Train\cocci\cocci.200.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.200.jpg
Train\cocci\cocci.2000.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2000.jpg
Train\cocci\cocci.2001.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2001.jpg
Train\cocci\cocci.2002.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2002.jpg
Train\cocci\cocci.2003.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2003.jpg
Train\cocci\cocci.2004.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2004.jpg
Train\cocci\cocci.2005.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2005.jpg
Train\cocci\cocci.2006.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2006.jpg
Train\cocci\cocci.2007.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2007.jpg
Train\cocci\cocci.2008.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2008.jpg
Train\cocci\cocci.2009.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2009.jpg
Train\cocci\cocci.201.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.201.jpg
Train\cocci\cocci.2010.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2010.jpg
Train\cocci\cocci.2011.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2011.jpg
Train\cocci\cocci.2012.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2012.jpg
Train\cocci\cocci.2013.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2013.jpg
Train\cocci\cocci.2014.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2014.jpg
Train\cocci\cocci.2015.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2015.jpg
Train\cocci\cocci.2016.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2016.jpg
Train\cocci\cocci.2017.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2017.jpg
Train\cocci\cocci.2018.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2018.jpg
Train\cocci\cocci.2019.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2019.jpg
Train\cocci\cocci.202.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.202.jpg
Train\cocci\cocci.2020.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2020.jpg
Train\cocci\cocci.2021.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2021.jpg
Train\cocci\cocci.2022.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2022.jpg
Train\cocci\cocci.2023.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2023.jpg
Train\cocci\cocci.2024.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2024.jpg
Train\cocci\cocci.2025.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2025.jpg
Train\cocci\cocci.2026.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2026.jpg
Train\cocci\cocci.2027.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2027.jpg
Train\cocci\cocci.2028.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2028.jpg
Train\cocci\cocci.2029.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2029.jpg
Train\cocci\cocci.203.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.203.jpg
Train\cocci\cocci.2030.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2030.jpg
Train\cocci\cocci.2031.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2031.jpg
Train\cocci\cocci.2032.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2032.jpg
Train\cocci\cocci.2033.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2033.jpg
Train\cocci\cocci.2034.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2034.jpg
Train\cocci\cocci.2035.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2035.jpg
Train\cocci\cocci.2036.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2036.jpg
Train\cocci\cocci.2037.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2037.jpg
Train\cocci\cocci.2038.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2038.jpg
Train\cocci\cocci.2039.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2039.jpg
Train\cocci\cocci.204.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.204.jpg
Train\cocci\cocci.2040.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2040.jpg
Train\cocci\cocci.2041.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2041.jpg
Train\cocci\cocci.2042.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2042.jpg
Train\cocci\cocci.2043.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2043.jpg
Train\cocci\cocci.2044.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2044.jpg
Train\cocci\cocci.2045.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2045.jpg
Train\cocci\cocci.2046.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2046.jpg
Train\cocci\cocci.2047.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2047.jpg
Train\cocci\cocci.2048.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2048.jpg
Train\cocci\cocci.2049.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2049.jpg
Train\cocci\cocci.205.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.205.jpg
Train\cocci\cocci.2050.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2050.jpg
Train\cocci\cocci.2051.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2051.jpg
Train\cocci\cocci.2052.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2052.jpg
Train\cocci\cocci.2053.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2053.jpg
Train\cocci\cocci.2054.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2054.jpg
Train\cocci\cocci.2055.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2055.jpg
Train\cocci\cocci.2056.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2056.jpg
Train\cocci\cocci.2057.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2057.jpg
Train\cocci\cocci.2058.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2058.jpg
Train\cocci\cocci.2059.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2059.jpg
Train\cocci\cocci.206.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.206.jpg
Train\cocci\cocci.2060.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2060.jpg
Train\cocci\cocci.2061.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2061.jpg
Train\cocci\cocci.2062.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2062.jpg
Train\cocci\cocci.2063.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2063.jpg
Train\cocci\cocci.2064.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2064.jpg
Train\cocci\cocci.2065.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2065.jpg
Train\cocci\cocci.2066.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2066.jpg
Train\cocci\cocci.2067.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2067.jpg
Train\cocci\cocci.2068.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2068.jpg
Train\cocci\cocci.2069.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2069.jpg
Train\cocci\cocci.207.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.207.jpg
Train\cocci\cocci.2070.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2070.jpg
Train\cocci\cocci.2071.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2071.jpg
Train\cocci\cocci.2072.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2072.jpg
Train\cocci\cocci.2073.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2073.jpg
Train\cocci\cocci.2074.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2074.jpg
Train\cocci\cocci.2075.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2075.jpg
Train\cocci\cocci.2076.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2076.jpg
Train\cocci\cocci.2077.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2077.jpg
Train\cocci\cocci.2078.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2078.jpg
Train\cocci\cocci.2079.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2079.jpg
Train\cocci\cocci.208.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.208.jpg
Train\cocci\cocci.2080.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2080.jpg
Train\cocci\cocci.2081.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2081.jpg
Train\cocci\cocci.2082.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2082.jpg
Train\cocci\cocci.2083.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2083.jpg
Train\cocci\cocci.2084.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2084.jpg
Train\cocci\cocci.2085.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2085.jpg
Train\cocci\cocci.2086.jpg,Coccidiosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train\cocci\,cocci.2086.jpg
